customer_index,age,shap_top3,lime_top3,jaccard_top3,shap_top5,lime_top5,jaccard_top5,shap_top10,lime_top10,jaccard_top10,age_group
173,62,"PAY_0, AGE, PAY_AMT3","PAY_0, BILL_AMT6, BILL_AMT1",0.2,"PAY_0, AGE, PAY_AMT3, BILL_AMT1, PAY_AMT4","PAY_0, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_AMT2",0.25,"PAY_0, AGE, PAY_AMT3, BILL_AMT1, PAY_AMT4, PAY_AMT1, PAY_2, LIMIT_BAL, PAY_3, PAY_AMT2","PAY_0, BILL_AMT6, BILL_AMT1, PAY_AMT1, PAY_AMT2, BILL_AMT5, MARRIAGE, AGE, LIMIT_BAL, BILL_AMT4",0.42857142857142855,60+
174,64,"PAY_2, PAY_0, PAY_AMT6","PAY_0, PAY_AMT2, BILL_AMT1",0.2,"PAY_2, PAY_0, PAY_AMT6, PAY_AMT2, BILL_AMT1","PAY_0, PAY_AMT2, BILL_AMT1, PAY_AMT1, BILL_AMT6",0.42857142857142855,"PAY_2, PAY_0, PAY_AMT6, PAY_AMT2, BILL_AMT1, BILL_AMT5, BILL_AMT3, BILL_AMT2, AGE, PAY_AMT1","PAY_0, PAY_AMT2, BILL_AMT1, PAY_AMT1, BILL_AMT6, AGE, MARRIAGE, PAY_3, PAY_2, LIMIT_BAL",0.42857142857142855,60+
175,68,"PAY_0, BILL_AMT1, AGE","PAY_AMT2, BILL_AMT1, PAY_AMT1",0.2,"PAY_0, BILL_AMT1, AGE, BILL_AMT3, PAY_AMT2","PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6",0.42857142857142855,"PAY_0, BILL_AMT1, AGE, BILL_AMT3, PAY_AMT2, BILL_AMT4, SEX, BILL_AMT2, MARRIAGE, PAY_2","PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6, BILL_AMT2, PAY_AMT4, MARRIAGE, AGE, LIMIT_BAL",0.42857142857142855,60+
176,63,"PAY_0, PAY_AMT3, PAY_AMT1","BILL_AMT6, BILL_AMT1, PAY_0",0.2,"PAY_0, PAY_AMT3, PAY_AMT1, PAY_AMT2, PAY_AMT4","BILL_AMT6, BILL_AMT1, PAY_0, AGE, BILL_AMT4",0.1111111111111111,"PAY_0, PAY_AMT3, PAY_AMT1, PAY_AMT2, PAY_AMT4, LIMIT_BAL, BILL_AMT3, BILL_AMT2, PAY_3, BILL_AMT1","BILL_AMT6, BILL_AMT1, PAY_0, AGE, BILL_AMT4, BILL_AMT5, PAY_AMT1, PAY_AMT2, MARRIAGE, LIMIT_BAL",0.3333333333333333,60+
177,66,"PAY_AMT1, PAY_0, LIMIT_BAL","LIMIT_BAL, BILL_AMT6, PAY_AMT1",0.5,"PAY_AMT1, PAY_0, LIMIT_BAL, AGE, PAY_AMT3","LIMIT_BAL, BILL_AMT6, PAY_AMT1, BILL_AMT1, PAY_0",0.42857142857142855,"PAY_AMT1, PAY_0, LIMIT_BAL, AGE, PAY_AMT3, BILL_AMT2, BILL_AMT5, BILL_AMT6, PAY_AMT6, PAY_AMT4","LIMIT_BAL, BILL_AMT6, PAY_AMT1, BILL_AMT1, PAY_0, PAY_AMT2, AGE, MARRIAGE, PAY_3, PAY_AMT4",0.42857142857142855,60+
178,64,"PAY_0, AGE, LIMIT_BAL","PAY_0, BILL_AMT6, PAY_AMT2",0.2,"PAY_0, AGE, LIMIT_BAL, BILL_AMT1, PAY_6","PAY_0, BILL_AMT6, PAY_AMT2, AGE, LIMIT_BAL",0.42857142857142855,"PAY_0, AGE, LIMIT_BAL, BILL_AMT1, PAY_6, PAY_AMT2, PAY_5, PAY_AMT4, PAY_2, EDUCATION","PAY_0, BILL_AMT6, PAY_AMT2, AGE, LIMIT_BAL, PAY_AMT1, BILL_AMT3, PAY_3, PAY_2, PAY_AMT4",0.42857142857142855,60+
179,79,"PAY_0, PAY_AMT2, PAY_AMT3","LIMIT_BAL, BILL_AMT1, PAY_AMT2",0.2,"PAY_0, PAY_AMT2, PAY_AMT3, PAY_AMT1, LIMIT_BAL","LIMIT_BAL, BILL_AMT1, PAY_AMT2, PAY_AMT1, PAY_0",0.6666666666666666,"PAY_0, PAY_AMT2, PAY_AMT3, PAY_AMT1, LIMIT_BAL, BILL_AMT2, PAY_AMT6, BILL_AMT5, BILL_AMT4, BILL_AMT3","LIMIT_BAL, BILL_AMT1, PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT6, AGE, PAY_3, BILL_AMT2, MARRIAGE",0.3333333333333333,60+
180,68,"PAY_0, AGE, PAY_2","PAY_0, BILL_AMT1, PAY_2",0.5,"PAY_0, AGE, PAY_2, BILL_AMT3, BILL_AMT2","PAY_0, BILL_AMT1, PAY_2, BILL_AMT6, LIMIT_BAL",0.25,"PAY_0, AGE, PAY_2, BILL_AMT3, BILL_AMT2, PAY_AMT6, PAY_5, BILL_AMT1, PAY_AMT5, BILL_AMT5","PAY_0, BILL_AMT1, PAY_2, BILL_AMT6, LIMIT_BAL, AGE, BILL_AMT5, MARRIAGE, PAY_AMT5, PAY_3",0.42857142857142855,60+
181,64,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_0, BILL_AMT6",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, SEX, BILL_AMT2","LIMIT_BAL, PAY_0, BILL_AMT6, AGE, PAY_AMT2",0.25,"PAY_0, LIMIT_BAL, BILL_AMT1, SEX, BILL_AMT2, PAY_AMT3, BILL_AMT5, PAY_3, PAY_AMT6, MARRIAGE","LIMIT_BAL, PAY_0, BILL_AMT6, AGE, PAY_AMT2, MARRIAGE, PAY_3, PAY_4, PAY_AMT1, SEX",0.3333333333333333,60+
182,64,"PAY_0, BILL_AMT1, LIMIT_BAL","BILL_AMT6, LIMIT_BAL, BILL_AMT1",0.5,"PAY_0, BILL_AMT1, LIMIT_BAL, BILL_AMT2, PAY_AMT1","BILL_AMT6, LIMIT_BAL, BILL_AMT1, PAY_0, PAY_AMT1",0.6666666666666666,"PAY_0, BILL_AMT1, LIMIT_BAL, BILL_AMT2, PAY_AMT1, BILL_AMT3, AGE, BILL_AMT6, PAY_AMT2, PAY_AMT6","BILL_AMT6, LIMIT_BAL, BILL_AMT1, PAY_0, PAY_AMT1, BILL_AMT3, BILL_AMT4, PAY_AMT6, BILL_AMT5, PAY_AMT2",0.6666666666666666,60+
183,61,"PAY_0, PAY_2, AGE","PAY_0, LIMIT_BAL, PAY_2",0.5,"PAY_0, PAY_2, AGE, LIMIT_BAL, BILL_AMT1","PAY_0, LIMIT_BAL, PAY_2, PAY_AMT1, AGE",0.6666666666666666,"PAY_0, PAY_2, AGE, LIMIT_BAL, BILL_AMT1, BILL_AMT6, BILL_AMT5, PAY_AMT1, PAY_6, PAY_5","PAY_0, LIMIT_BAL, PAY_2, PAY_AMT1, AGE, PAY_AMT2, PAY_AMT6, PAY_3, PAY_4, PAY_AMT4",0.3333333333333333,60+
184,64,"PAY_AMT3, BILL_AMT1, PAY_0","LIMIT_BAL, BILL_AMT6, BILL_AMT1",0.2,"PAY_AMT3, BILL_AMT1, PAY_0, PAY_AMT1, LIMIT_BAL","LIMIT_BAL, BILL_AMT6, BILL_AMT1, PAY_0, PAY_AMT2",0.42857142857142855,"PAY_AMT3, BILL_AMT1, PAY_0, PAY_AMT1, LIMIT_BAL, PAY_AMT6, AGE, PAY_AMT2, BILL_AMT5, BILL_AMT3","LIMIT_BAL, BILL_AMT6, BILL_AMT1, PAY_0, PAY_AMT2, BILL_AMT3, AGE, PAY_AMT6, PAY_6, MARRIAGE",0.5384615384615384,60+
185,70,"AGE, PAY_0, PAY_AMT1","BILL_AMT1, PAY_AMT2, PAY_AMT1",0.2,"AGE, PAY_0, PAY_AMT1, BILL_AMT2, LIMIT_BAL","BILL_AMT1, PAY_AMT2, PAY_AMT1, BILL_AMT6, PAY_0",0.25,"AGE, PAY_0, PAY_AMT1, BILL_AMT2, LIMIT_BAL, PAY_AMT2, BILL_AMT3, EDUCATION, PAY_AMT6, PAY_5","BILL_AMT1, PAY_AMT2, PAY_AMT1, BILL_AMT6, PAY_0, LIMIT_BAL, BILL_AMT5, MARRIAGE, PAY_3, PAY_AMT4",0.25,60+
186,63,"PAY_0, LIMIT_BAL, PAY_AMT1","PAY_0, MARRIAGE, AGE",0.2,"PAY_0, LIMIT_BAL, PAY_AMT1, BILL_AMT1, EDUCATION","PAY_0, MARRIAGE, AGE, LIMIT_BAL, BILL_AMT6",0.25,"PAY_0, LIMIT_BAL, PAY_AMT1, BILL_AMT1, EDUCATION, PAY_AMT3, PAY_AMT6, AGE, PAY_AMT2, PAY_2","PAY_0, MARRIAGE, AGE, LIMIT_BAL, BILL_AMT6, PAY_3, BILL_AMT1, BILL_AMT5, SEX, PAY_AMT5",0.25,60+
187,63,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_AMT2, PAY_AMT1",0.2,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, PAY_AMT2","LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT6",0.6666666666666666,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, PAY_AMT2, BILL_AMT5, AGE, PAY_AMT6, BILL_AMT4, PAY_AMT3","LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT6, BILL_AMT5, PAY_AMT6, AGE, PAY_AMT4, MARRIAGE",0.5384615384615384,60+
188,64,"PAY_0, BILL_AMT1, LIMIT_BAL","BILL_AMT6, PAY_0, AGE",0.2,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT1, PAY_AMT3","BILL_AMT6, PAY_0, AGE, LIMIT_BAL, PAY_AMT6",0.25,"PAY_0, BILL_AMT1, LIMIT_BAL, PAY_AMT1, PAY_AMT3, PAY_6, PAY_2, BILL_AMT3, PAY_AMT2, PAY_3","BILL_AMT6, PAY_0, AGE, LIMIT_BAL, PAY_AMT6, PAY_AMT1, MARRIAGE, BILL_AMT2, BILL_AMT3, PAY_AMT5",0.25,60+
189,64,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_0, BILL_AMT6",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, PAY_AMT2","LIMIT_BAL, PAY_0, BILL_AMT6, PAY_AMT2, AGE",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, PAY_AMT1, PAY_AMT2, EDUCATION, SEX, BILL_AMT6, PAY_2, PAY_6","LIMIT_BAL, PAY_0, BILL_AMT6, PAY_AMT2, AGE, MARRIAGE, PAY_3, PAY_AMT6, BILL_AMT4, PAY_4",0.25,60+
190,65,"PAY_0, BILL_AMT1, PAY_AMT3","LIMIT_BAL, BILL_AMT6, BILL_AMT1",0.2,"PAY_0, BILL_AMT1, PAY_AMT3, PAY_AMT1, AGE","LIMIT_BAL, BILL_AMT6, BILL_AMT1, PAY_AMT2, PAY_AMT1",0.25,"PAY_0, BILL_AMT1, PAY_AMT3, PAY_AMT1, AGE, PAY_AMT2, LIMIT_BAL, PAY_AMT4, PAY_AMT6, PAY_5","LIMIT_BAL, BILL_AMT6, BILL_AMT1, PAY_AMT2, PAY_AMT1, PAY_0, AGE, BILL_AMT3, BILL_AMT5, BILL_AMT4",0.42857142857142855,60+
191,70,"AGE, PAY_0, PAY_AMT3","BILL_AMT6, PAY_AMT2, PAY_AMT1",0.0,"AGE, PAY_0, PAY_AMT3, PAY_AMT1, PAY_AMT2","BILL_AMT6, PAY_AMT2, PAY_AMT1, PAY_0, LIMIT_BAL",0.42857142857142855,"AGE, PAY_0, PAY_AMT3, PAY_AMT1, PAY_AMT2, PAY_AMT6, PAY_AMT4, EDUCATION, LIMIT_BAL, MARRIAGE","BILL_AMT6, PAY_AMT2, PAY_AMT1, PAY_0, LIMIT_BAL, AGE, BILL_AMT5, PAY_AMT6, MARRIAGE, PAY_2",0.5384615384615384,60+
192,62,"PAY_0, LIMIT_BAL, PAY_6","LIMIT_BAL, BILL_AMT1, PAY_AMT2",0.2,"PAY_0, LIMIT_BAL, PAY_6, PAY_AMT3, BILL_AMT3","LIMIT_BAL, BILL_AMT1, PAY_AMT2, PAY_AMT1, PAY_0",0.25,"PAY_0, LIMIT_BAL, PAY_6, PAY_AMT3, BILL_AMT3, AGE, PAY_AMT1, BILL_AMT5, PAY_AMT2, EDUCATION","LIMIT_BAL, BILL_AMT1, PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT6, BILL_AMT5, AGE, MARRIAGE, BILL_AMT2",0.42857142857142855,60+
193,63,"PAY_0, PAY_6, BILL_AMT1","LIMIT_BAL, PAY_AMT2, BILL_AMT1",0.2,"PAY_0, PAY_6, BILL_AMT1, BILL_AMT6, LIMIT_BAL","LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0",0.42857142857142855,"PAY_0, PAY_6, BILL_AMT1, BILL_AMT6, LIMIT_BAL, BILL_AMT3, AGE, EDUCATION, BILL_AMT4, SEX","LIMIT_BAL, PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6, BILL_AMT5, MARRIAGE, BILL_AMT2, PAY_6",0.3333333333333333,60+
194,68,"PAY_0, AGE, PAY_AMT1","PAY_AMT2, BILL_AMT1, PAY_AMT1",0.2,"PAY_0, AGE, PAY_AMT1, PAY_AMT3, BILL_AMT3","PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6",0.25,"PAY_0, AGE, PAY_AMT1, PAY_AMT3, BILL_AMT3, LIMIT_BAL, PAY_AMT4, PAY_AMT5, SEX, BILL_AMT2","PAY_AMT2, BILL_AMT1, PAY_AMT1, PAY_0, BILL_AMT6, AGE, PAY_4, PAY_3, LIMIT_BAL, BILL_AMT2",0.3333333333333333,60+
195,62,"PAY_0, LIMIT_BAL, PAY_AMT1","LIMIT_BAL, PAY_AMT2, PAY_AMT1",0.5,"PAY_0, LIMIT_BAL, PAY_AMT1, PAY_AMT5, MARRIAGE","LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT6",0.42857142857142855,"PAY_0, LIMIT_BAL, PAY_AMT1, PAY_AMT5, MARRIAGE, AGE, PAY_AMT3, PAY_AMT2, SEX, PAY_AMT6","LIMIT_BAL, PAY_AMT2, PAY_AMT1, PAY_0, BILL_AMT6, MARRIAGE, PAY_AMT6, AGE, PAY_2, SEX",0.6666666666666666,60+
196,62,"PAY_2, PAY_0, PAY_6","PAY_0, PAY_2, BILL_AMT6",0.5,"PAY_2, PAY_0, PAY_6, BILL_AMT1, LIMIT_BAL","PAY_0, PAY_2, BILL_AMT6, LIMIT_BAL, PAY_6",0.6666666666666666,"PAY_2, PAY_0, PAY_6, BILL_AMT1, LIMIT_BAL, AGE, PAY_AMT1, PAY_AMT3, PAY_5, MARRIAGE","PAY_0, PAY_2, BILL_AMT6, LIMIT_BAL, PAY_6, PAY_AMT2, MARRIAGE, AGE, PAY_3, PAY_AMT1",0.5384615384615384,60+
197,62,"PAY_0, LIMIT_BAL, BILL_AMT1","LIMIT_BAL, PAY_0, BILL_AMT6",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, AGE, PAY_AMT2","LIMIT_BAL, PAY_0, BILL_AMT6, AGE, PAY_3",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, AGE, PAY_AMT2, PAY_2, PAY_AMT3, SEX, BILL_AMT3, PAY_AMT4","LIMIT_BAL, PAY_0, BILL_AMT6, AGE, PAY_3, MARRIAGE, PAY_AMT2, PAY_AMT1, EDUCATION, SEX",0.3333333333333333,60+
198,73,"PAY_0, AGE, PAY_6","PAY_4, PAY_0, BILL_AMT6",0.2,"PAY_0, AGE, PAY_6, PAY_5, BILL_AMT1","PAY_4, PAY_0, BILL_AMT6, PAY_6, LIMIT_BAL",0.25,"PAY_0, AGE, PAY_6, PAY_5, BILL_AMT1, BILL_AMT5, PAY_4, PAY_AMT1, PAY_AMT6, MARRIAGE","PAY_4, PAY_0, BILL_AMT6, PAY_6, LIMIT_BAL, AGE, BILL_AMT5, PAY_3, MARRIAGE, PAY_AMT6",0.5384615384615384,60+
199,65,"PAY_0, LIMIT_BAL, BILL_AMT1","BILL_AMT1, PAY_0, BILL_AMT6",0.5,"PAY_0, LIMIT_BAL, BILL_AMT1, BILL_AMT2, BILL_AMT5","BILL_AMT1, PAY_0, BILL_AMT6, LIMIT_BAL, AGE",0.42857142857142855,"PAY_0, LIMIT_BAL, BILL_AMT1, BILL_AMT2, BILL_AMT5, BILL_AMT3, SEX, BILL_AMT6, MARRIAGE, PAY_AMT2","BILL_AMT1, PAY_0, BILL_AMT6, LIMIT_BAL, AGE, PAY_3, BILL_AMT4, BILL_AMT3, PAY_AMT5, BILL_AMT5",0.42857142857142855,60+
